Entity,Code,Day,total_vaccinations_per_hundred
Asia,,2021-04-06,6.73
Asia,,2021-04-07,6.9
Asia,,2021-04-08,7.17
Asia,,2021-04-09,7.4
Asia,,2021-04-10,7.59
Asia,,2021-04-11,7.74
Asia,,2021-04-12,7.96
Asia,,2021-04-13,8.12
Asia,,2021-04-14,8.31
Asia,,2021-04-15,8.5
Asia,,2021-04-16,8.66
Asia,,2021-04-17,8.79
Asia,,2021-04-18,8.91
Asia,,2021-04-19,9.08
Asia,,2021-04-20,9.2
Asia,,2021-04-21,9.4
Asia,,2021-04-22,9.67
Asia,,2021-04-23,9.83
Asia,,2021-04-24,9.94
Asia,,2021-04-25,10.2
Asia,,2021-04-26,10.41
Asia,,2021-04-27,10.66
Asia,,2021-04-28,10.96
Asia,,2021-04-29,11.25
Asia,,2021-04-30,11.6
Asia,,2021-05-01,11.77
Asia,,2021-05-02,11.91
Asia,,2021-05-03,12.07
Asia,,2021-05-04,12.3
Asia,,2021-05-05,12.5
Asia,,2021-05-06,12.79
Asia,,2021-05-07,13.12
Asia,,2021-05-08,13.4
Asia,,2021-05-09,13.58
Asia,,2021-05-10,13.91
Asia,,2021-05-11,14.24
Asia,,2021-05-12,14.57
Asia,,2021-05-13,14.94
Asia,,2021-05-14,15.29
Asia,,2021-05-15,15.62
Asia,,2021-05-16,15.97
Asia,,2021-05-17,16.38
Asia,,2021-05-18,16.78
Asia,,2021-05-19,17.14
Asia,,2021-05-20,17.64
Asia,,2021-05-21,18.07
Asia,,2021-05-22,18.46
Asia,,2021-05-23,18.81
Asia,,2021-05-24,19.29
Asia,,2021-05-25,19.81
Asia,,2021-05-26,20.36
Asia,,2021-05-27,20.87
Asia,,2021-05-28,21.37
Asia,,2021-05-29,21.88
Asia,,2021-05-30,22.36
Asia,,2021-05-31,22.95
Asia,,2021-06-01,23.54
Asia,,2021-06-02,24.17
Asia,,2021-06-03,24.7
Asia,,2021-06-04,25.34
Asia,,2021-06-05,25.84
Asia,,2021-06-06,26.26
Asia,,2021-06-07,26.75
Asia,,2021-06-08,27.26
Asia,,2021-06-09,27.79
Asia,,2021-06-10,28.4
Asia,,2021-06-11,28.96
Asia,,2021-06-12,29.43
Asia,,2021-06-13,29.88
Asia,,2021-06-14,30.31
Asia,,2021-06-15,30.92
Asia,,2021-06-16,31.58
Asia,,2021-06-17,32.28
Asia,,2021-06-18,32.98
Asia,,2021-06-19,33.59
Asia,,2021-06-20,34.16
Asia,,2021-06-21,34.91
Asia,,2021-06-22,35.61
Asia,,2021-06-23,36.3
Asia,,2021-06-24,37.08
Asia,,2021-06-25,37.84
Asia,,2021-06-26,38.55
Asia,,2021-06-27,39.17
Asia,,2021-06-28,39.79
Asia,,2021-06-29,40.47
Asia,,2021-06-30,41.04
Asia,,2021-07-01,41.75
Asia,,2021-07-02,42.27
Asia,,2021-07-03,42.82
Asia,,2021-07-04,43.21
Asia,,2021-07-05,43.64
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,0
Australia,AUS,2021-02-23,0.01
Australia,AUS,2021-02-24,0.03
Australia,AUS,2021-02-25,0.07
Australia,AUS,2021-02-26,0.1
Australia,AUS,2021-02-27,0.12
Australia,AUS,2021-02-28,0.13
Australia,AUS,2021-03-01,0.13
Australia,AUS,2021-03-02,0.16
Australia,AUS,2021-03-03,0.2
Australia,AUS,2021-03-04,0.24
Australia,AUS,2021-03-05,0.28
Australia,AUS,2021-03-06,0.3
Australia,AUS,2021-03-07,0.32
Australia,AUS,2021-03-08,0.34
Australia,AUS,2021-03-09,0.37
Australia,AUS,2021-03-10,0.42
Australia,AUS,2021-03-11,0.49
Australia,AUS,2021-03-12,0.53
Australia,AUS,2021-03-13,0.62
Australia,AUS,2021-03-14,0.64
Australia,AUS,2021-03-15,0.65
Australia,AUS,2021-03-16,0.72
Australia,AUS,2021-03-17,0.8
Australia,AUS,2021-03-18,0.89
Australia,AUS,2021-03-19,0.94
Australia,AUS,2021-03-20,1
Australia,AUS,2021-03-21,1.01
Australia,AUS,2021-03-22,1.11
Australia,AUS,2021-03-23,1.21
Australia,AUS,2021-03-24,1.39
Australia,AUS,2021-03-25,1.6
Australia,AUS,2021-03-26,1.8
Australia,AUS,2021-03-27,1.99
Australia,AUS,2021-03-28,2.01
Australia,AUS,2021-03-29,2.12
Australia,AUS,2021-03-30,2.34
Australia,AUS,2021-03-31,2.63
Australia,AUS,2021-04-01,2.92
Australia,AUS,2021-04-02,3.23
Australia,AUS,2021-04-03,3.25
Australia,AUS,2021-04-04,3.31
Australia,AUS,2021-04-05,3.31
Australia,AUS,2021-04-06,3.35
Australia,AUS,2021-04-07,3.61
Australia,AUS,2021-04-08,3.91
Australia,AUS,2021-04-09,4.23
Australia,AUS,2021-04-10,4.47
Australia,AUS,2021-04-11,4.57
Australia,AUS,2021-04-12,4.62
Australia,AUS,2021-04-13,4.84
Australia,AUS,2021-04-14,5.08
Australia,AUS,2021-04-15,5.33
Australia,AUS,2021-04-16,5.57
Australia,AUS,2021-04-17,5.78
Australia,AUS,2021-04-18,5.87
Australia,AUS,2021-04-19,6.22
Australia,AUS,2021-04-20,6.48
Australia,AUS,2021-04-21,6.74
Australia,AUS,2021-04-22,7
Australia,AUS,2021-04-23,7.28
Australia,AUS,2021-04-24,7.51
Australia,AUS,2021-04-25,7.58
Australia,AUS,2021-04-26,7.6
Australia,AUS,2021-04-27,7.72
Australia,AUS,2021-04-28,7.96
Australia,AUS,2021-04-29,8.28
Australia,AUS,2021-04-30,8.55
Australia,AUS,2021-05-01,8.76
Australia,AUS,2021-05-02,8.84
Australia,AUS,2021-05-03,8.87
Australia,AUS,2021-05-04,9.09
Australia,AUS,2021-05-05,9.4
Australia,AUS,2021-05-06,9.7
Australia,AUS,2021-05-07,10.02
Australia,AUS,2021-05-08,10.3
Australia,AUS,2021-05-09,10.41
Australia,AUS,2021-05-10,10.44
Australia,AUS,2021-05-11,10.73
Australia,AUS,2021-05-12,11.03
Australia,AUS,2021-05-13,11.35
Australia,AUS,2021-05-14,11.68
Australia,AUS,2021-05-15,11.99
Australia,AUS,2021-05-16,12.11
Australia,AUS,2021-05-17,12.16
Australia,AUS,2021-05-18,12.48
Australia,AUS,2021-05-19,12.86
Australia,AUS,2021-05-20,13.22
Australia,AUS,2021-05-21,13.62
Australia,AUS,2021-05-22,13.97
Australia,AUS,2021-05-23,14.12
Australia,AUS,2021-05-24,14.17
Australia,AUS,2021-05-25,14.47
Australia,AUS,2021-05-26,14.88
Australia,AUS,2021-05-27,15.32
Australia,AUS,2021-05-28,15.81
Australia,AUS,2021-05-29,16.29
Australia,AUS,2021-05-30,16.52
Australia,AUS,2021-05-31,16.64
Australia,AUS,2021-06-01,17.11
Australia,AUS,2021-06-02,17.65
Australia,AUS,2021-06-03,18.21
Australia,AUS,2021-06-04,18.77
Australia,AUS,2021-06-05,19.32
Australia,AUS,2021-06-06,19.67
Australia,AUS,2021-06-07,19.91
Australia,AUS,2021-06-08,20.41
Australia,AUS,2021-06-09,20.96
Australia,AUS,2021-06-10,21.52
Australia,AUS,2021-06-11,22.12
Australia,AUS,2021-06-12,22.64
Australia,AUS,2021-06-13,22.88
Australia,AUS,2021-06-14,23.01
Australia,AUS,2021-06-15,23.26
Australia,AUS,2021-06-16,23.86
Australia,AUS,2021-06-17,24.39
Australia,AUS,2021-06-18,24.94
Australia,AUS,2021-06-19,25.46
Australia,AUS,2021-06-20,25.71
Australia,AUS,2021-06-21,25.85
Australia,AUS,2021-06-23,26.9
Australia,AUS,2021-06-24,27.45
Australia,AUS,2021-06-25,27.99
Australia,AUS,2021-06-26,28.46
Australia,AUS,2021-06-27,28.73
Australia,AUS,2021-06-28,28.92
Australia,AUS,2021-07-01,30.62
Australia,AUS,2021-07-03,31.85
Australia,AUS,2021-07-04,32.16
Australia,AUS,2021-07-05,32.37
Austria,AUT,2020-12-27,0.01
Austria,AUT,2020-12-28,0.02
Austria,AUT,2020-12-29,0.04
Austria,AUT,2020-12-30,0.06
Austria,AUT,2020-12-31,0.06
Austria,AUT,2021-01-01,0.06
Austria,AUT,2021-01-02,0.06
Austria,AUT,2021-01-03,0.06
Austria,AUT,2021-01-04,0.06
Austria,AUT,2021-01-05,0.08
Austria,AUT,2021-01-06,0.09
Austria,AUT,2021-01-07,0.12
Austria,AUT,2021-01-08,0.27
Austria,AUT,2021-01-09,0.32
Austria,AUT,2021-01-10,0.34
Austria,AUT,2021-01-11,0.41
Austria,AUT,2021-01-12,0.57
Austria,AUT,2021-01-13,0.75
Austria,AUT,2021-01-14,0.94
Austria,AUT,2021-01-15,1.14
Austria,AUT,2021-01-16,1.22
Austria,AUT,2021-01-17,1.28
Austria,AUT,2021-01-18,1.41
Austria,AUT,2021-01-19,1.7
Austria,AUT,2021-01-20,1.97
Austria,AUT,2021-01-21,2.19
Austria,AUT,2021-01-22,2.32
Austria,AUT,2021-01-23,2.35
Austria,AUT,2021-01-24,2.36
Austria,AUT,2021-01-25,2.38
Austria,AUT,2021-01-26,2.48
Austria,AUT,2021-01-27,2.57
Austria,AUT,2021-01-28,2.68
Austria,AUT,2021-01-29,2.85
Austria,AUT,2021-01-30,2.89
Austria,AUT,2021-01-31,2.9
Austria,AUT,2021-02-01,2.96
Austria,AUT,2021-02-02,3.15
Austria,AUT,2021-02-03,3.35
Austria,AUT,2021-02-04,3.58
Austria,AUT,2021-02-05,3.82
Austria,AUT,2021-02-06,3.92
Austria,AUT,2021-02-07,3.98
Austria,AUT,2021-02-08,4.09
Austria,AUT,2021-02-09,4.31
Austria,AUT,2021-02-10,4.55
Austria,AUT,2021-02-11,4.83
Austria,AUT,2021-02-12,5.13
Austria,AUT,2021-02-13,5.24
Austria,AUT,2021-02-14,5.27
Austria,AUT,2021-02-15,5.34
Austria,AUT,2021-02-16,5.51
Austria,AUT,2021-02-17,5.73
Austria,AUT,2021-02-18,5.95
Austria,AUT,2021-02-19,6.19
Austria,AUT,2021-02-20,6.33
Austria,AUT,2021-02-21,6.4
Austria,AUT,2021-02-22,6.48
Austria,AUT,2021-02-23,6.65
Austria,AUT,2021-02-24,6.87
Austria,AUT,2021-02-25,7.09
Austria,AUT,2021-02-26,7.42
Austria,AUT,2021-02-27,7.7
Austria,AUT,2021-02-28,7.81
Austria,AUT,2021-03-01,7.91
Austria,AUT,2021-03-02,8.2
Austria,AUT,2021-03-03,8.51
Austria,AUT,2021-03-04,8.82
Austria,AUT,2021-03-05,9.23
Austria,AUT,2021-03-06,9.54
Austria,AUT,2021-03-07,9.68
Austria,AUT,2021-03-08,9.81
Austria,AUT,2021-03-09,10.12
Austria,AUT,2021-03-10,10.45
Austria,AUT,2021-03-11,10.94
Austria,AUT,2021-03-12,11.6
Austria,AUT,2021-03-13,12.18
Austria,AUT,2021-03-14,12.52
Austria,AUT,2021-03-15,12.76
Austria,AUT,2021-03-16,13.08
Austria,AUT,2021-03-17,13.46
Austria,AUT,2021-03-18,13.85
Austria,AUT,2021-03-19,14.45
Austria,AUT,2021-03-20,14.98
Austria,AUT,2021-03-21,15.15
Austria,AUT,2021-03-22,15.33
Austria,AUT,2021-03-23,15.73
Austria,AUT,2021-03-24,16.17
Austria,AUT,2021-03-25,16.69
Austria,AUT,2021-03-26,17.26
Austria,AUT,2021-03-27,17.72
Austria,AUT,2021-03-28,17.88
Austria,AUT,2021-03-29,18.18
Austria,AUT,2021-03-30,18.64
Austria,AUT,2021-03-31,19.03
Austria,AUT,2021-04-01,19.5
Austria,AUT,2021-04-02,19.99
Austria,AUT,2021-04-03,20.23
Austria,AUT,2021-04-04,20.34
Austria,AUT,2021-04-05,20.48
Austria,AUT,2021-04-06,20.91
Austria,AUT,2021-04-07,21.53
Austria,AUT,2021-04-08,22.34
Austria,AUT,2021-04-09,23.22
Austria,AUT,2021-04-10,23.94
Austria,AUT,2021-04-11,24.23
Austria,AUT,2021-04-12,24.62
Austria,AUT,2021-04-13,25.13
Austria,AUT,2021-04-14,25.88
Austria,AUT,2021-04-15,26.71
Austria,AUT,2021-04-16,27.49
Austria,AUT,2021-04-17,28.13
Austria,AUT,2021-04-18,28.34
Austria,AUT,2021-04-19,28.7
Austria,AUT,2021-04-20,29.2
Austria,AUT,2021-04-21,29.9
Austria,AUT,2021-04-22,30.69
Austria,AUT,2021-04-23,31.45
Austria,AUT,2021-04-24,31.9
Austria,AUT,2021-04-25,32.21
Austria,AUT,2021-04-26,32.55
Austria,AUT,2021-04-27,33.09
Austria,AUT,2021-04-28,33.74
Austria,AUT,2021-04-29,34.58
Austria,AUT,2021-04-30,35.48
Austria,AUT,2021-05-01,35.95
Austria,AUT,2021-05-02,36.13
Austria,AUT,2021-05-03,36.46
Austria,AUT,2021-05-04,37.14
Austria,AUT,2021-05-05,38.01
Austria,AUT,2021-05-06,39.09
Austria,AUT,2021-05-07,40.31
Austria,AUT,2021-05-08,40.89
Austria,AUT,2021-05-09,41.09
Austria,AUT,2021-05-10,41.58
Austria,AUT,2021-05-11,42.31
Austria,AUT,2021-05-12,43.43
Austria,AUT,2021-05-13,43.81
Austria,AUT,2021-05-14,44.81
Austria,AUT,2021-05-15,45.48
Austria,AUT,2021-05-16,45.75
Austria,AUT,2021-05-17,46.27
Austria,AUT,2021-05-18,47.05
Austria,AUT,2021-05-19,48.22
Austria,AUT,2021-05-20,49.46
Austria,AUT,2021-05-21,50.7
Austria,AUT,2021-05-22,51.35
Austria,AUT,2021-05-23,51.68
Austria,AUT,2021-05-24,51.95
Austria,AUT,2021-05-25,52.56
Austria,AUT,2021-05-26,53.59
Austria,AUT,2021-05-27,54.69
Austria,AUT,2021-05-28,55.91
Austria,AUT,2021-05-29,56.61
Austria,AUT,2021-05-30,57.03
Austria,AUT,2021-05-31,57.51
Austria,AUT,2021-06-01,58.52
Austria,AUT,2021-06-02,60.1
Austria,AUT,2021-06-03,60.86
Austria,AUT,2021-06-04,62.06
Austria,AUT,2021-06-05,62.76
Austria,AUT,2021-06-06,63.35
Austria,AUT,2021-06-07,63.99
Austria,AUT,2021-06-08,65
Austria,AUT,2021-06-09,66.29
Austria,AUT,2021-06-10,67.63
Austria,AUT,2021-06-11,69.08
Austria,AUT,2021-06-12,69.84
Austria,AUT,2021-06-13,70.26
Austria,AUT,2021-06-14,70.8
Austria,AUT,2021-06-15,71.75
Austria,AUT,2021-06-16,73.08
Austria,AUT,2021-06-17,74.35
Austria,AUT,2021-06-18,75.59
Austria,AUT,2021-06-19,76.32
Austria,AUT,2021-06-20,76.73
Austria,AUT,2021-06-21,77.29
Austria,AUT,2021-06-22,78.31
Austria,AUT,2021-06-23,79.54
Austria,AUT,2021-06-24,80.74
Austria,AUT,2021-06-25,82.09
Austria,AUT,2021-06-26,82.94
Austria,AUT,2021-06-27,83.39
Austria,AUT,2021-06-28,83.95
Austria,AUT,2021-06-29,84.96
Austria,AUT,2021-06-30,86.21
Austria,AUT,2021-07-01,87.49
Austria,AUT,2021-07-02,88.74
Austria,AUT,2021-07-03,89.49
Austria,AUT,2021-07-04,90.05
Austria,AUT,2021-07-05,90.54
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,0.64
Azerbaijan,AZE,2021-03-01,2.89
Azerbaijan,AZE,2021-03-03,3.33
Azerbaijan,AZE,2021-03-09,4.06
Azerbaijan,AZE,2021-03-10,4.23
Azerbaijan,AZE,2021-03-11,4.31
Azerbaijan,AZE,2021-03-12,4.38
Azerbaijan,AZE,2021-03-13,4.44
Azerbaijan,AZE,2021-03-14,4.47
Azerbaijan,AZE,2021-03-20,4.76
Azerbaijan,AZE,2021-03-26,5.03
Azerbaijan,AZE,2021-04-01,8.45
Azerbaijan,AZE,2021-04-02,8.77
Azerbaijan,AZE,2021-04-03,9.12
Azerbaijan,AZE,2021-04-04,9.35
Azerbaijan,AZE,2021-04-05,9.35
Azerbaijan,AZE,2021-04-06,9.69
Azerbaijan,AZE,2021-04-07,10.12
Azerbaijan,AZE,2021-04-08,10.55
Azerbaijan,AZE,2021-04-09,10.96
Azerbaijan,AZE,2021-04-10,11.38
Azerbaijan,AZE,2021-04-11,11.61
Azerbaijan,AZE,2021-04-12,11.61
Azerbaijan,AZE,2021-04-13,11.96
Azerbaijan,AZE,2021-04-14,12.26
Azerbaijan,AZE,2021-04-15,12.54
Azerbaijan,AZE,2021-04-16,12.81
Azerbaijan,AZE,2021-04-17,13.07
Azerbaijan,AZE,2021-04-18,13.19
Azerbaijan,AZE,2021-04-19,13.19
Azerbaijan,AZE,2021-04-20,13.34
Azerbaijan,AZE,2021-04-21,13.48
Azerbaijan,AZE,2021-04-22,13.63
Azerbaijan,AZE,2021-04-23,13.77
Azerbaijan,AZE,2021-04-24,13.93
Azerbaijan,AZE,2021-04-25,14.04
Azerbaijan,AZE,2021-04-26,14.04
Azerbaijan,AZE,2021-04-27,14.2
Azerbaijan,AZE,2021-04-28,14.36
Azerbaijan,AZE,2021-04-29,14.51
Azerbaijan,AZE,2021-04-30,14.68
Azerbaijan,AZE,2021-05-01,14.85
Azerbaijan,AZE,2021-05-02,14.96
Azerbaijan,AZE,2021-05-04,15.15
Azerbaijan,AZE,2021-05-05,15.45
Azerbaijan,AZE,2021-05-06,15.72
Azerbaijan,AZE,2021-05-07,16.05
Azerbaijan,AZE,2021-05-08,16.39
Azerbaijan,AZE,2021-05-09,16.64
Azerbaijan,AZE,2021-05-10,16.64
Azerbaijan,AZE,2021-05-11,16.82
Azerbaijan,AZE,2021-05-12,17.04
Azerbaijan,AZE,2021-05-13,17.25
Azerbaijan,AZE,2021-05-14,17.37
Azerbaijan,AZE,2021-05-15,17.53
Azerbaijan,AZE,2021-05-16,17.7
Azerbaijan,AZE,2021-05-18,18.09
Azerbaijan,AZE,2021-05-19,18.38
Azerbaijan,AZE,2021-05-20,18.66
Azerbaijan,AZE,2021-05-21,18.98
Azerbaijan,AZE,2021-05-22,19.35
Azerbaijan,AZE,2021-05-23,19.6
Azerbaijan,AZE,2021-05-24,19.6
Azerbaijan,AZE,2021-05-25,19.94
Azerbaijan,AZE,2021-05-26,20.28
Azerbaijan,AZE,2021-05-27,20.78
Azerbaijan,AZE,2021-05-28,21.39
Azerbaijan,AZE,2021-05-29,21.78
Azerbaijan,AZE,2021-05-30,22.22
Azerbaijan,AZE,2021-05-31,22.22
Azerbaijan,AZE,2021-06-01,22.81
Azerbaijan,AZE,2021-06-02,23.35
Azerbaijan,AZE,2021-06-03,23.85
Azerbaijan,AZE,2021-06-04,24.32
Azerbaijan,AZE,2021-06-05,24.79
Azerbaijan,AZE,2021-06-06,25.11
Azerbaijan,AZE,2021-06-07,25.12
Azerbaijan,AZE,2021-06-08,25.51
Azerbaijan,AZE,2021-06-09,25.89
Azerbaijan,AZE,2021-06-10,26.25
Azerbaijan,AZE,2021-06-11,26.65
Azerbaijan,AZE,2021-06-12,27.05
Azerbaijan,AZE,2021-06-13,27.37
Azerbaijan,AZE,2021-06-14,27.38
Azerbaijan,AZE,2021-06-15,27.78
Azerbaijan,AZE,2021-06-16,28
Azerbaijan,AZE,2021-06-17,28.38
Azerbaijan,AZE,2021-06-18,28.76
Azerbaijan,AZE,2021-06-20,29.48
Azerbaijan,AZE,2021-06-21,29.49
Azerbaijan,AZE,2021-06-22,29.91
Azerbaijan,AZE,2021-06-23,30.38
Azerbaijan,AZE,2021-06-24,31.03
Azerbaijan,AZE,2021-06-25,31.74
Azerbaijan,AZE,2021-06-26,32.49
Azerbaijan,AZE,2021-06-27,33.02
Azerbaijan,AZE,2021-06-28,33.03
Azerbaijan,AZE,2021-06-29,33.75
Azerbaijan,AZE,2021-06-30,34.63
Azerbaijan,AZE,2021-07-01,35.48
Azerbaijan,AZE,2021-07-02,36.2
Azerbaijan,AZE,2021-07-03,36.89
Azerbaijan,AZE,2021-07-04,37.41
Azerbaijan,AZE,2021-07-05,37.41
Bahamas,BHS,2021-03-13,0
Bahamas,BHS,2021-03-14,0.03
Bahamas,BHS,2021-03-21,0.38
Bahamas,BHS,2021-03-28,1.78
Bahamas,BHS,2021-04-07,2.54
Bahamas,BHS,2021-04-11,3.81
Bahamas,BHS,2021-04-20,5.57
Bahamas,BHS,2021-04-27,6.53
Bahamas,BHS,2021-05-09,9.15
Bahamas,BHS,2021-05-21,12.78
Bahamas,BHS,2021-05-29,14
Bahamas,BHS,2021-06-05,15.81
Bahamas,BHS,2021-06-11,17.32
Bahamas,BHS,2021-06-19,20.15
Bahamas,BHS,2021-06-26,23.16
Bahamas,BHS,2021-07-02,24.41
Bahrain,BHR,2020-12-23,2.29
Bahrain,BHR,2020-12-24,2.94
Bahrain,BHR,2020-12-25,2.97
Bahrain,BHR,2020-12-26,3.03
Bahrain,BHR,2020-12-27,3.15
Bahrain,BHR,2020-12-28,3.23
Bahrain,BHR,2020-12-29,3.29
Bahrain,BHR,2020-12-30,3.37
Bahrain,BHR,2020-12-31,3.45
Bahrain,BHR,2021-01-01,3.49
Bahrain,BHR,2021-01-02,3.53
Bahrain,BHR,2021-01-03,3.57
Bahrain,BHR,2021-01-04,3.62
Bahrain,BHR,2021-01-05,3.75
Bahrain,BHR,2021-01-06,4.02
Bahrain,BHR,2021-01-07,4.25
Bahrain,BHR,2021-01-08,4.6
Bahrain,BHR,2021-01-09,4.95
Bahrain,BHR,2021-01-10,5.25
Bahrain,BHR,2021-01-11,5.44
Bahrain,BHR,2021-01-12,5.75
Bahrain,BHR,2021-03-06,29.77
Bahrain,BHR,2021-03-07,29.97
Bahrain,BHR,2021-03-08,30.11
Bahrain,BHR,2021-03-09,30.24
Bahrain,BHR,2021-03-10,30.44
Bahrain,BHR,2021-03-11,30.58
Bahrain,BHR,2021-03-12,30.7
Bahrain,BHR,2021-03-13,31.42
Bahrain,BHR,2021-03-14,32.39
Bahrain,BHR,2021-03-15,33.31
Bahrain,BHR,2021-03-16,34.12
Bahrain,BHR,2021-03-17,35.11
Bahrain,BHR,2021-03-18,36.08
Bahrain,BHR,2021-03-19,36.83
Bahrain,BHR,2021-03-20,37.62
Bahrain,BHR,2021-03-21,38.39
Bahrain,BHR,2021-03-22,39.21
Bahrain,BHR,2021-03-23,39.97
Bahrain,BHR,2021-03-24,40.83
Bahrain,BHR,2021-03-25,41.61
Bahrain,BHR,2021-03-26,42.16
Bahrain,BHR,2021-03-27,42.55
Bahrain,BHR,2021-03-28,43.24
Bahrain,BHR,2021-03-29,43.9
Bahrain,BHR,2021-03-30,44.4
Bahrain,BHR,2021-03-31,45.04
Bahrain,BHR,2021-04-01,45.56
Bahrain,BHR,2021-04-02,45.99
Bahrain,BHR,2021-04-03,46.89
Bahrain,BHR,2021-04-04,48.04
Bahrain,BHR,2021-04-05,49.18
Bahrain,BHR,2021-04-06,50.33
Bahrain,BHR,2021-04-07,51.71
Bahrain,BHR,2021-04-08,52.94
Bahrain,BHR,2021-04-09,54.02
Bahrain,BHR,2021-04-10,55.19
Bahrain,BHR,2021-04-11,56.21
Bahrain,BHR,2021-04-12,57.24
Bahrain,BHR,2021-04-13,58.14
Bahrain,BHR,2021-04-14,59.28
Bahrain,BHR,2021-04-15,60.43
Bahrain,BHR,2021-04-16,61.26
Bahrain,BHR,2021-04-17,62
Bahrain,BHR,2021-04-18,63.32
Bahrain,BHR,2021-04-19,64.49
Bahrain,BHR,2021-04-20,65.73
Bahrain,BHR,2021-04-21,66.85
Bahrain,BHR,2021-04-22,67.56
Bahrain,BHR,2021-04-23,67.98
Bahrain,BHR,2021-04-24,68.68
Bahrain,BHR,2021-04-25,69.39
Bahrain,BHR,2021-04-26,70.11
Bahrain,BHR,2021-04-27,70.92
Bahrain,BHR,2021-04-28,71.48
Bahrain,BHR,2021-04-29,71.94
Bahrain,BHR,2021-04-30,72.59
Bahrain,BHR,2021-05-01,73.24
Bahrain,BHR,2021-05-02,74.29
Bahrain,BHR,2021-05-03,75.42
Bahrain,BHR,2021-05-04,76.5
Bahrain,BHR,2021-05-05,77.49
Bahrain,BHR,2021-05-06,78.44
Bahrain,BHR,2021-05-07,79.17
Bahrain,BHR,2021-05-08,79.8
Bahrain,BHR,2021-05-09,80.86
Bahrain,BHR,2021-05-10,81.98
Bahrain,BHR,2021-05-11,83.22
Bahrain,BHR,2021-05-12,84.28
Bahrain,BHR,2021-05-13,84.66
Bahrain,BHR,2021-05-14,85.1
Bahrain,BHR,2021-05-15,85.59
Bahrain,BHR,2021-05-16,86.56
Bahrain,BHR,2021-05-17,87.56
Bahrain,BHR,2021-05-18,88.56
Bahrain,BHR,2021-05-19,89.29
Bahrain,BHR,2021-05-20,90.01
Bahrain,BHR,2021-05-21,90.81
Bahrain,BHR,2021-05-22,91.66
Bahrain,BHR,2021-05-23,92.86
Bahrain,BHR,2021-05-24,94.13
Bahrain,BHR,2021-05-25,95.28
Bahrain,BHR,2021-05-26,96.27
Bahrain,BHR,2021-05-27,97.31
Bahrain,BHR,2021-05-28,98.24
Bahrain,BHR,2021-05-29,99.02
Bahrain,BHR,2021-05-30,100.31
Bahrain,BHR,2021-05-31,101.83
Bahrain,BHR,2021-06-01,103.17
Bahrain,BHR,2021-06-02,104.32
Bahrain,BHR,2021-06-03,105.14
Bahrain,BHR,2021-06-04,106.06
Bahrain,BHR,2021-06-05,106.59
Bahrain,BHR,2021-06-06,107.34
Bahrain,BHR,2021-06-07,108.05
Bahrain,BHR,2021-06-08,108.71
Bahrain,BHR,2021-06-09,109.29
Bahrain,BHR,2021-06-10,109.89
Bahrain,BHR,2021-06-11,110.28
Bahrain,BHR,2021-06-12,110.7
Bahrain,BHR,2021-06-13,111.17
Bahrain,BHR,2021-06-14,111.63
Bahrain,BHR,2021-06-15,111.97
Bahrain,BHR,2021-06-16,112.31
Bahrain,BHR,2021-06-17,112.68
Bahrain,BHR,2021-06-18,113.16
Bahrain,BHR,2021-06-19,113.57
Bahrain,BHR,2021-06-20,114.21
Bahrain,BHR,2021-06-21,114.94
Bahrain,BHR,2021-06-22,115.67
Bahrain,BHR,2021-06-23,116.29
Bahrain,BHR,2021-06-24,117.15
Bahrain,BHR,2021-06-25,118.11
Bahrain,BHR,2021-06-26,118.67
Bahrain,BHR,2021-06-27,119.18
Bahrain,BHR,2021-06-28,123.99
Bahrain,BHR,2021-06-29,124.38
Bahrain,BHR,2021-06-30,124.72
Bahrain,BHR,2021-07-01,125.08
Bahrain,BHR,2021-07-02,125.4
Bahrain,BHR,2021-07-03,125.75
Bahrain,BHR,2021-07-04,126.19
Bahrain,BHR,2021-07-05,126.59
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,0
Bangladesh,BGD,2021-01-28,0
Bangladesh,BGD,2021-02-07,0.02
Bangladesh,BGD,2021-02-09,0.11
Bangladesh,BGD,2021-02-10,0.21
Bangladesh,BGD,2021-02-13,0.45
Bangladesh,BGD,2021-02-14,0.55
Bangladesh,BGD,2021-02-15,0.69
Bangladesh,BGD,2021-02-16,0.83
Bangladesh,BGD,2021-02-17,0.96
Bangladesh,BGD,2021-02-18,1.12
Bangladesh,BGD,2021-02-20,1.26
Bangladesh,BGD,2021-02-22,1.4
Bangladesh,BGD,2021-02-23,1.51
Bangladesh,BGD,2021-02-24,1.62
Bangladesh,BGD,2021-02-25,1.73
Bangladesh,BGD,2021-02-27,1.81
Bangladesh,BGD,2021-02-28,1.89
Bangladesh,BGD,2021-03-02,2.03
Bangladesh,BGD,2021-03-04,2.17
Bangladesh,BGD,2021-03-07,2.24
Bangladesh,BGD,2021-03-09,2.44
Bangladesh,BGD,2021-03-11,2.56
Bangladesh,BGD,2021-03-14,2.67
Bangladesh,BGD,2021-03-16,2.78
